"TIPO_EVENTO","DEPARTAMENTO","CODIGO_DANE_DEPARTAMENTO","MUNICIPIO","CODIGO_DANE_MUNICIPIO","AÑO","MES","EVENTO","TIPO_LUGAR","TIPO_AREA","LATITUD_CABECERA","LONGITUD_CABECERA","SITIO","UBICACION"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","TEORAMA","54,800","2,011","3","Incidente","Sin informacion","Rural","8.595556","-73.229167","La Vereda El Aserrio","POINT (-73.229167 8.595556)"
"Desminado militar en operaciones","BOLIVAR","13","SAN PABLO","13,670","2,011","2","Incidente","Sin informacion","Rural","7.470278","-73.924444","Belen","POINT (-73.924444 7.470278)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","1","Incidente","Sin informacion","Rural","3.005833","-75.831111","Peña Rica","POINT (-75.831111 3.005833)"
"Desminado militar en operaciones","META","50","MAPIRIPÁN","50,325","2,011","1","Incidente","Sin informacion","Rural","3.288056","-71.240833","La Finca Lomalinda","POINT (-71.240833 3.288056)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,011","1","Incidente","Sin informacion","Rural","1.081389","-75.079167","En Arenoso Alto","POINT (-75.079167 1.081389)"
"Desminado militar en operaciones","META","50","VISTAHERMOSA","50,711","2,011","1","Incidente","Sin informacion","Rural","2.698333","-73.853889","Cerro 900","POINT (-73.853889 2.698333)"
"Desminado militar en operaciones","TOLIMA","73","PLANADAS","73,555","2,011","1","Incidente","Sin informacion","Rural","2.990833","-75.868333","Marquetalia","POINT (-75.868333 2.990833)"
"Accidente por MAP","SANTANDER","68","SAN VICENTE DE CHUCURÍ","68,689","1,994","9","Accidente","Sin informacion","Rural","6.884411","-73.413915","Vereda Guacamaya","POINT (-73.413915 6.884411)"
"Accidente por MAP","CALDAS","17","SAMANÁ","17,662","2,002","4","Accidente","Sin informacion","Rural","5.411801","-74.989572","Sin información","POINT (-74.989572 5.411801)"
"Accidente por MAP","CALDAS","17","SAMANÁ","17,662","2,003","3","Accidente","Sin informacion","Rural","5.411801","-74.989572","Sin información","POINT (-74.989572 5.411801)"
"Accidente por MAP","CALDAS","17","SAMANÁ","17,662","2,006","9","Accidente","Sin informacion","Rural","5.436667","-75.049167","Sitio Yarumal","POINT (-75.049167 5.436667)"
"Accidente por MAP","ANTIOQUIA","5","GRANADA","5,313","2,003","6","Accidente","Sin informacion","Rural","6.143703","-75.185183","Sin información","POINT (-75.185183 6.143703)"
"Accidente por MAP","ANTIOQUIA","5","GRANADA","5,313","2,003","8","Accidente","Sin informacion","Rural","6.143703","-75.185183","Vereda Buena Vista","POINT (-75.185183 6.143703)"
"Accidente por MAP","ANTIOQUIA","5","GRANADA","5,313","2,006","6","Accidente","Sin informacion","Rural","6.143703","-75.185183","Emergencia Municipio De Granada","POINT (-75.185183 6.143703)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,007","9","Accidente","Sin informacion","Rural","1.337083","-77.59313","Sin información","POINT (-77.59313 1.337083)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,006","5","Accidente","Sin informacion","Rural","1.337083","-77.59313","Vereda Chupinagan","POINT (-77.59313 1.337083)"
"Incautaciones","ANTIOQUIA","5","APARTADÓ","5,045","1,997","7","Incidente","Sin informacion","Rural","7.882098","-76.625111","Sin información","POINT (-76.625111 7.882098)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,007","3","Accidente","Sin informacion","Rural","1.337083","-77.59313","Sin información","POINT (-77.59313 1.337083)"
"Accidente por MAP","NORTE DE SANTANDER","54","TEORAMA","54,800","2,010","1","Accidente","Caminos","Rural","8.61888888889","-73.17305555556","Vereda La Valvula","POINT (-73.17305555555555 8.61888888888889)"
"Accidente por MAP","ANTIOQUIA","5","APARTADÓ","5,045","2,008","8","Accidente","Sin informacion","Rural","7.90444444444","-76.46194444444","Corregimiento San Jose","POINT (-76.46194444444444 7.904444444444445)"
"Accidente por MAP","CAQUETA","18","FLORENCIA","18,001","2,010","3","Accidente","Sin informacion","Rural","1.96888888889","-75.48611111111","Vereda Remolinos Orteguaza","POINT (-75.48611111111111 1.968888888888889)"
"Accidente por MAP","CAUCA","19","EL TAMBO","19,256","2,010","5","Accidente","Sin informacion","Rural","2.46333333333","-77.05972222222","Huisito","POINT (-77.05972222222222 2.4633333333333334)"
"Accidente por MAP","NORTE DE SANTANDER","54","HACARÍ","54,344","2,010","6","Accidente","Sin informacion","Rural","8.40277777778","-73.05222222222","Vereda Agua Blanca","POINT (-73.05222222222223 8.402777777777779)"
"Accidente por MAP","NARIÑO","52","POLICARPA","52,540","2,010","7","Accidente","Sin informacion","Rural","1.6833333","-77.4833333","Sin información","POINT (-77.4833333 1.6833333)"
"Accidente por MAP","HUILA","41","TELLO","41,799","2,010","8","Accidente","Sin informacion","Rural","3.04388888889","-75.01972222222","Sin información","POINT (-75.01972222222223 3.043888888888889)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,005","11","Accidente","Sin informacion","Rural","1.337083","-77.59313","Vereda La Cuchilla","POINT (-77.59313 1.337083)"
"Accidente por MAP","NARIÑO","52","BARBACOAS","52,079","2,009","4","Accidente","Sin informacion","Rural","1.672216","-78.138537","Vereda Ñambí","POINT (-78.138537 1.672216)"
"Accidente por MAP","NORTE DE SANTANDER","54","CONVENCIÓN","54,206","2,009","6","Accidente","Cerros","Rural","8.72861111111","-73.26472222222","Alto Guaciles","POINT (-73.26472222222222 8.72861111111111)"
"Accidente por MAP","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,009","4","Accidente","Sin informacion","Rural","5.91166666667","-75.00222222222","Loma De Comejenes","POINT (-75.00222222222222 5.911666666666667)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,009","7","Accidente","Sin informacion","Rural","2.67305555556","-74.78388888889","Vereda La Hermosa","POINT (-74.7838888888889 2.6730555555555555)"
"Accidente por MAP","ANTIOQUIA","5","APARTADÓ","5,045","2,009","7","Accidente","Sin informacion","Rural","7.98777777778","-76.41972222222","Currulao","POINT (-76.41972222222222 7.987777777777778)"
"Accidente por MAP","VALLE DEL CAUCA","76","PALMIRA","76,520","2,008","8","Accidente","Cerros","Rural","3.60444444444","-76.02861111111","Vereda Tabor","POINT (-76.0286111111111 3.6044444444444443)"
"Accidente por MAP","TOLIMA","73","PLANADAS","73,555","2,008","9","Accidente","Sin informacion","Rural","3.01027777778","-75.85833333333","Vereda Marquetalia","POINT (-75.85833333333333 3.0102777777777776)"
"Incautaciones","LA GUAJIRA","44","DIBULLA","44,090","1,999","4","Incidente","Sin informacion","Urbana","11.267972","-73.306402","Sin información","POINT (-73.306402 11.267972)"
"Incautaciones","PUTUMAYO","86","PUERTO GUZMÁN","86,571","2,008","5","Incidente","Sin informacion","Rural","0.964878","-76.407827","Sin información","POINT (-76.407827 0.964878)"
"Accidente por MAP","CORDOBA","23","TIERRALTA","23,807","2,008","9","Accidente","Caminos","Rural","7.44583333333","-76.14361111111","Río Antezales","POINT (-76.14361111111111 7.445833333333334)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,008","9","Accidente","Sin informacion","Rural","2.65833333333","-74.73833333333","Sin información","POINT (-74.73833333333333 2.658333333333333)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,008","9","Accidente","Sin informacion","Rural","7.57219416667","-75.40281027778","Vereda Anaparci","POINT (-75.40281027777777 7.572194166666667)"
"Accidente por MAP","BOYACA","15","CHITA","15,183","1,992","10","Accidente","Sin informacion","Rural","6.18388305556","-72.47164083333","Vereda Venados","POINT (-72.47164083333334 6.1838830555555555)"
"Accidente por MAP","VALLE DEL CAUCA","76","PALMIRA","76,520","2,008","11","Accidente","Sin informacion","Rural","3.63416666667","-76.05777777778","Vereda El Cabuyal","POINT (-76.05777777777777 3.6341666666666668)"
"Accidente por MAP","NORTE DE SANTANDER","54","TIBÚ","54,810","1,997","7","Accidente","Caminos","Rural","8.639326","-72.735541","Sin información","POINT (-72.735541 8.639326)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,009","1","Accidente","Sin informacion","Rural","6.461209","-71.730855","Sin información","POINT (-71.730855 6.461209)"
"Accidente por MAP","SANTANDER","68","SABANA DE TORRES","68,655","2,009","7","Accidente","Sin informacion","Rural","7.397197","-73.496496","Sin información","POINT (-73.496496 7.397197)"
"Accidente por MAP","CASANARE","85","SÁCAMA","85,315","1,993","10","Accidente","Sin informacion","Rural","6.099101","-72.248324","Vereda El Arenal","POINT (-72.248324 6.099101)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,003","11","Accidente","Sin informacion","Rural","7.171637","-75.764403","Sin información","POINT (-75.764403 7.171637)"
"Accidente por MAP","ARAUCA","81","SARAVENA","81,736","2,002","1","Accidente","Sin informacion","Rural","6.958339","-71.878277","Sin información","POINT (-71.878277 6.958339)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,002","8","Accidente","Sin informacion","Rural","6.058001","-75.185085","Vereda San Lorenzo","POINT (-75.185085 6.058001)"
"Desminado militar en operaciones","CAQUETA","18","CARTAGENA DEL CHAIRÁ","18,150","2,011","1","Incidente","Sin informacion","Rural","0.859722","-74.3575","La Asamblea","POINT (-74.3575 0.859722)"
"Desminado militar en operaciones","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,011","1","Incidente","Sin informacion","Rural","7.498611","-75.808056","Buenavista","POINT (-75.808056 7.498611)"
"Accidente por MAP","CAQUETA","18","FLORENCIA","18,001","2,003","1","Accidente","Sin informacion","Rural","1.621012","-75.619118","Cerro El Nevado, Vereda Santa Helena","POINT (-75.619118 1.621012)"
"Accidente por MAP","CALDAS","17","PENSILVANIA","17,541","2,006","12","Accidente","Sin informacion","Rural","5.380143","-75.153243","Vereda Quebrada Negra","POINT (-75.153243 5.380143)"
"Accidente por MAP","META","50","URIBE","50,370","2,007","3","Accidente","Sin informacion","Rural","2.789722","-74.4575","Sector Caño Chiguiro","POINT (-74.4575 2.789722)"
"Accidente por MAP","BOLIVAR","13","MORALES","13,473","1,993","5","Accidente","Sin informacion","Rural","8.270279","-73.865805","Corg. Norosi","POINT (-73.865805 8.270279)"
"Accidente por MAP","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,004","11","Accidente","Sin informacion","Rural","5.945556","-75.073333","Vereda El Aguacate","POINT (-75.073333 5.945556)"
"Accidente por MAP","CAUCA","19","SANTANDER DE QUILICHAO","19,698","2,003","2","Accidente","Sin informacion","Rural","3.036983","-76.479644","Vereda Mondomo","POINT (-76.479644 3.036983)"
"Accidente por MAP","SANTANDER","68","BARRANCABERMEJA","68,081","1,995","11","Accidente","Sin informacion","Rural","7.061193","-73.855997","Vereda El Centro","POINT (-73.855997 7.061193)"
"Desminado militar en operaciones","VALLE DEL CAUCA","76","DAGUA","76,233","2,014","11","Incidente","Sin informacion","Rural","3.8286111111","-76.66722222","La Nevera","POINT (-76.66722222 3.8286111111)"
"Accidente por MAP","CALDAS","17","SALAMINA","17,653","2,004","8","Accidente","Sin informacion","Rural","5.416667","-75.306944","Vereda El Guayabo","POINT (-75.306944 5.416667)"
"Accidente por MAP","BOLIVAR","13","ZAMBRANO","13,894","2,004","4","Accidente","Sin informacion","Rural","9.733253","-74.832099","Vereda El Delirio","POINT (-74.832099 9.733253)"
"Accidente por MAP","NORTE DE SANTANDER","54","TEORAMA","54,800","2,005","2","Accidente","Sin informacion","Rural","8.437183","-73.287706","Sin información","POINT (-73.287706 8.437183)"
"Accidente por MAP","HUILA","41","PALERMO","41,524","2,008","3","Accidente","Sin informacion","Rural","2.888883","-75.430077","Sin información","POINT (-75.430077 2.888883)"
"Accidente por MAP","NORTE DE SANTANDER","54","EL TARRA","54,250","2,007","3","Accidente","Sin informacion","Rural","8.630278","-73.020556","Sitio Santa Rosa","POINT (-73.020556 8.630278)"
"Accidente por MAP","TOLIMA","73","ANZOÁTEGUI","73,043","1,991","1","Accidente","Sin informacion","Rural","4.634498","-75.091715","Sin información","POINT (-75.091715 4.634498)"
"Accidente por MAP","META","50","PUERTO GAITÁN","50,568","2,004","11","Accidente","Sin informacion","Rural","3.771389","-71.798889","Sector La Ye - Campo Rubiales","POINT (-71.798889 3.771389)"
"Accidente por MAP","HUILA","41","ALGECIRAS","41,020","2,006","1","Accidente","Sin informacion","Rural","2.591667","-75.148889","Cerro El Diablo","POINT (-75.148889 2.591667)"
"Desminado militar en operaciones","META","50","URIBE","50,370","2,014","11","Incidente","Sin informacion","Rural","2.5794444444","-74.37777778","Vereda Villanueva","POINT (-74.37777778 2.5794444444)"
"Accidente por MAP","ANTIOQUIA","5","NARIÑO","5,483","2,003","2","Accidente","Sin informacion","Rural","5.61329168833","-75.1808671549","Sector Paramitos, Vereda Media Cuesta","POINT (-75.1808671549 5.61329168833)"
"Accidente por MAP","CAUCA","19","SANTA ROSA","19,701","2,003","10","Accidente","Sin informacion","Rural","1.705556","-76.611111","Sin información","POINT (-76.611111 1.705556)"
"Accidente por MAP","BOLIVAR","13","SAN PABLO","13,670","1,992","7","Accidente","Sin informacion","Rural","7.483919","-73.933361","Vereda San Juan","POINT (-73.933361 7.483919)"
"Accidente por MAP","CHOCO","27","JURADÓ","27,372","2,008","3","Accidente","Sin informacion","Rural","7.105282","-77.764098","Sin información","POINT (-77.764098 7.105282)"
"Accidente por MAP","META","50","LA MACARENA","50,350","2,006","6","Accidente","Sin informacion","Rural","2.182506","-73.784832","Sin información","POINT (-73.784832 2.182506)"
"Accidente por MAP","ANTIOQUIA","5","APARTADÓ","5,045","2,007","11","Accidente","Sin informacion","Rural","7.95666666667","-76.55222222222","Vereda Los Mandarinos","POINT (-76.5522222222222 7.95666666666667)"
"Accidente por MAP","SANTANDER","68","SURATÁ","68,780","2,002","10","Accidente","Sin informacion","Rural","7.483056","-73.009444","Sin información","POINT (-73.009444 7.483056)"
"Desminado militar en operaciones","CAQUETA","18","MONTAÑITA","18,410","2,011","1","Incidente","Sin informacion","Rural","1.193889","-75.111389","San Isidro","POINT (-75.111389 1.193889)"
"Accidente por MAP","CAQUETA","18","CARTAGENA DEL CHAIRÁ","18,150","2,004","10","Accidente","Sin informacion","Rural","0.878333","-74.361667","El Billar","POINT (-74.361667 0.878333)"
"Accidente por MAP","SUCRE","70","CHALÁN","70,230","2,002","10","Accidente","Sin informacion","Urbana","9.548344","-75.31689","Sin información","POINT (-75.31689 9.548344)"
"Desminado militar en operaciones","META","50","URIBE","50,370","2,014","11","Incidente","Sin informacion","Rural","3.0783333333","-74.59805556","Vereda Papamene","POINT (-74.59805556 3.0783333333)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,003","10","Accidente","Sin informacion","Rural","2.120008","-74.768227","Vereda Vergel","POINT (-74.768227 2.120008)"
"Accidente por MAP","BOLIVAR","13","SAN JACINTO","13,654","2,005","4","Accidente","Sin informacion","Rural","9.79472","-75.22586","Vereda Las Charquitas","POINT (-75.22586 9.79472)"
"Accidente por MAP","ANTIOQUIA","5","CARMEN DE VIBORAL","5,148","2,004","9","Accidente","Sin informacion","Rural","5.954722","-75.268889","Sitio San José","POINT (-75.268889 5.954722)"
"Accidente por MAP","NORTE DE SANTANDER","54","TIBÚ","54,810","2,002","1","Accidente","Sin informacion","Rural","8.639326","-72.735541","Vereda La Angalia, Río Catatumbo","POINT (-72.735541 8.639326)"
"Accidente por MAP","NARIÑO","52","CUMBITARA","52,233","2,007","4","Accidente","Sin informacion","Rural","1.64746","-77.579056","Sin información","POINT (-77.579056 1.64746)"
"Accidente por MAP","NORTE DE SANTANDER","54","LA PLAYA","54,398","2,002","10","Accidente","Sin informacion","Rural","8.214079","-73.239218","Corregimiento La Vega De San Antonio","POINT (-73.239218 8.214079)"
"Accidente por MAP","NORTE DE SANTANDER","54","TIBÚ","54,810","2,004","10","Accidente","Sin informacion","Rural","8.639326","-72.735541","Sin información","POINT (-72.735541 8.639326)"
"Accidente por MAP","CAUCA","19","EL TAMBO","19,256","2,007","10","Accidente","Sin informacion","Rural","2.451476","-76.810904","Vereda El 75","POINT (-76.810904 2.451476)"
"Sospecha de campo minado","BOLIVAR","13","SAN JACINTO","13,654","2,010","5","Incidente","Sin informacion","Rural","9.806546","-75.207853","Villa Luz","POINT (-75.207853 9.806546)"
"Accidente por MAP","META","50","SAN JUAN DE ARAMA","50,683","2,006","3","Accidente","Sin informacion","Rural","3.233389","-73.870988","Carretera Via Costa Rica","POINT (-73.870988 3.233389)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,004","1","Accidente","Sin informacion","Rural","6.461209","-71.730855","Sitio La Cosecha","POINT (-71.730855 6.461209)"
"Accidente por MAP","NARIÑO","52","RICAURTE","52,612","2,007","1","Accidente","Sin informacion","Rural","1.212529","-77.995412","Sin información","POINT (-77.995412 1.212529)"
"Accidente por MAP","BOLIVAR","13","EL CARMEN DE BOLÍVAR","13,244","2,003","3","Accidente","Sin informacion","Rural","9.685015","-75.122094","Sin información","POINT (-75.122094 9.685015)"
"Accidente por MAP","HUILA","41","ISNOS","41,359","2,002","9","Accidente","Sin informacion","Rural","1.929816","-76.216388","Sin información","POINT (-76.216388 1.929816)"
"Accidente por MAP","CASANARE","85","SÁCAMA","85,315","2,006","9","Accidente","Sin informacion","Rural","6.099101","-72.248324","Vereda Macueque","POINT (-72.248324 6.099101)"
"Accidente por MAP","LA GUAJIRA","44","RIOHACHA","44,001","2,005","7","Accidente","Sin informacion","Rural","11.536913","-72.902769","Corregimiento De Cuasalito","POINT (-72.902769 11.536913)"
"Accidente por MAP","ANTIOQUIA","5","SONSÓN","5,756","2,007","4","Accidente","Sin informacion","Rural","5.709167","-75.310278","Vereda El Porvenir","POINT (-75.310278 5.709167)"
"Incautaciones","NORTE DE SANTANDER","54","TEORAMA","54,800","2,002","4","Incidente","Sin informacion","Rural","8.438552","-73.290033","Sin información","POINT (-73.290033 8.438552)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,005","11","Accidente","Sin informacion","Rural","7.582546","-75.400212","Corregimiento Vistahermosa","POINT (-75.400212 7.582546)"
"Accidente por MAP","NARIÑO","52","TUMACO","52,835","2,005","8","Accidente","Sin informacion","Rural","1.4125","-78.488056","Sementerio","POINT (-78.488056 1.4125)"
"Accidente por MAP","ANTIOQUIA","5","YARUMAL","5,887","2,003","2","Accidente","Sin informacion","Rural","6.963517","-75.41644","Sin información","POINT (-75.41644 6.963517)"
"Accidente por MAP","CAQUETA","18","PUERTO RICO","18,592","1,996","4","Accidente","Sin informacion","Rural","1.909652","-75.159112","Sitio Quebrada Las Lomas","POINT (-75.159112 1.909652)"
"Accidente por MAP","NARIÑO","52","BARBACOAS","52,079","2,007","9","Accidente","Sin informacion","Rural","1.672216","-78.138537","Yambio","POINT (-78.138537 1.672216)"
"Accidente por MAP","NORTE DE SANTANDER","54","HACARÍ","54,344","2,005","4","Accidente","Sin informacion","Rural","8.283056","-73.053056","Vereda El Llamon","POINT (-73.053056 8.283056)"
"Accidente por MAP","TOLIMA","73","PLANADAS","73,555","2,007","1","Accidente","Sin informacion","Rural","3.0075","-75.790833","La Hacienda","POINT (-75.790833 3.0075)"
"Accidente por MAP","ANTIOQUIA","5","CÁCERES","5,120","2,005","2","Accidente","Sin informacion","Rural","7.396","-75.185","Sin información","POINT (-75.185 7.396)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,007","3","Accidente","Sin informacion","Rural","2.391667","-73.288889","Caño San Jose","POINT (-73.288889 2.391667)"
"Accidente por MAP","CASANARE","85","CHÁMEZA","85,015","2,003","1","Accidente","Sin informacion","Rural","5.214621","-72.869693","Sin información","POINT (-72.869693 5.214621)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,010","3","Accidente","Sin informacion","Rural","7.49166666667","-75.47361111111","Embaretado","POINT (-75.47361111111111 7.491666666666666)"
"Accidente por MAP","BOLIVAR","13","SAN JACINTO","13,654","2,006","11","Accidente","Sin informacion","Rural","9.858672","-75.116664","Bajo Grande","POINT (-75.116664 9.858672)"
"Accidente por MAP","SANTANDER","68","RIONEGRO","68,615","2,001","8","Accidente","Sin informacion","Rural","7.268891","-73.152703","Vereda Santa Cruz De Colina","POINT (-73.152703 7.268891)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,004","1","Accidente","Sin informacion","Rural","7.171637","-75.764403","Sin información","POINT (-75.764403 7.171637)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,003","6","Accidente","Sin informacion","Rural","3.125088","-73.752373","Vereda Caño Blanco","POINT (-73.752373 3.125088)"
"Accidente por MAP","NORTE DE SANTANDER","54","TIBÚ","54,810","2,003","8","Accidente","Sin informacion","Rural","8.639326","-72.735541","Sector Caño Caimanes","POINT (-72.735541 8.639326)"
"Accidente por MAP","NORTE DE SANTANDER","54","TEORAMA","54,800","2,005","11","Accidente","Sin informacion","Rural","8.6","-73.197","La Nariz Del Diablo","POINT (-73.197 8.6)"
"Accidente por MAP","CHOCO","27","RIOSUCIO","27,615","2,002","9","Accidente","Sin informacion","Rural","7.437292","-77.111288","Sin información","POINT (-77.111288 7.437292)"
"Accidente por MAP","SANTANDER","68","BARRANCABERMEJA","68,081","1,993","12","Accidente","Sin informacion","Urbana","7.061193","-73.855997","Barrios De Barrancabermeja","POINT (-73.855997 7.061193)"
"Accidente por MAP","META","50","PUERTO RICO","50,590","2,006","2","Accidente","Sin informacion","Rural","2.525833","-73.060278","Sitio Caño Carbón","POINT (-73.060278 2.525833)"
"Accidente por MAP","CAQUETA","18","FLORENCIA","18,001","1,996","4","Accidente","Sin informacion","Rural","1.621012","-75.619118","Vereda Santana De Las Hermosas","POINT (-75.619118 1.621012)"
"Accidente por MAP","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,003","8","Accidente","Sin informacion","Rural","5.965414","-75.10198","Sin información","POINT (-75.10198 5.965414)"
"Accidente por MAP","META","50","SAN JUAN DE ARAMA","50,683","2,004","12","Accidente","Sin informacion","Rural","3.380464","-73.878772","Vereda La Hermita","POINT (-73.878772 3.380464)"
"Accidente por MAP","SANTANDER","68","SOCORRO","68,755","1,990","1","Accidente","Sin informacion","Rural","6.47917","-73.257644","Sin información","POINT (-73.257644 6.47917)"
"Accidente por MUSE","META","50","URIBE","50,370","2,007","2","Accidente","Sin informacion","Rural","3.240915","-74.354381","Inspección De La Julia","POINT (-74.354381 3.240915)"
"Accidente por MUSE","CAQUETA","18","MONTAÑITA","18,410","2,006","4","Accidente","Sin informacion","Rural","1.49494421255","-75.4630895064","Vereda Corazones Finca Las Palmeras","POINT (-75.4630895064 1.49494421255)"
"Desminado militar en operaciones","META","50","LA MACARENA","50,350","2,014","11","Incidente","Sin informacion","Rural","2.4688888889","-74.55972222","Vereda Las Pailas","POINT (-74.55972222 2.4688888889)"
"Desminado militar en operaciones","META","50","MESETAS","50,330","2,014","11","Incidente","Sin informacion","Rural","3.075","-74.17166667","Vereda El Cairo","POINT (-74.17166667 3.075)"
"Accidente por MAP","META","50","PUERTO RICO","50,590","2,008","2","Accidente","Sin informacion","Rural","2.740833","-73.324167","El Sur Danubio","POINT (-73.324167 2.740833)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,007","3","Accidente","Sin informacion","Rural","2.391944","-75.001667","El Jordan","POINT (-75.001667 2.391944)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,005","7","Accidente","Sin informacion","Rural","3.125088","-73.752373","Vereda Caño Loco","POINT (-73.752373 3.125088)"
"Accidente por MAP","ANTIOQUIA","5","ARGELIA","5,055","2,002","5","Accidente","Sin informacion","Rural","5.734167","-75.165833","Vereda La Julia","POINT (-75.165833 5.734167)"
"Accidente por MAP","BOLIVAR","13","BARRANCO DE LOBA","13,074","2,005","5","Accidente","Sin informacion","Rural","8.9363","-74.103238","Sin información","POINT (-74.103238 8.9363)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,007","10","Accidente","Sin informacion","Rural","7.254167","-75.818056","Quebrada Medio","POINT (-75.818056 7.254167)"
"Accidente por MAP","ARAUCA","81","ARAUQUITA","81,065","2,008","5","Accidente","Sin informacion","Rural","7.023186","-71.384978","Vereda Laureles","POINT (-71.384978 7.023186)"
"Accidente por MAP","NARIÑO","52","CUMBAL","52,227","2,006","9","Accidente","Sin informacion","Rural","0.906258","-77.792061","Sin información","POINT (-77.792061 0.906258)"
"Accidente por MAP","SUCRE","70","OVEJAS","70,508","2,005","10","Accidente","Sin informacion","Rural","9.573056","-75.130556","Sitio Arrojo San Roque","POINT (-75.130556 9.573056)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,006","3","Accidente","Sin informacion","Rural","2.119167","-74.719167","Barrio Paraiso","POINT (-74.719167 2.119167)"
"Accidente por MAP","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,005","3","Accidente","Sin informacion","Rural","5.965414","-75.10198","Paradero San Rafael","POINT (-75.10198 5.965414)"
"Accidente por MAP","CESAR","20","CURUMANÍ","20,228","2,004","7","Accidente","Sin informacion","Rural","9.197758","-73.533992","Vereda Nuevo Horizonte","POINT (-73.533992 9.197758)"
"Accidente por MAP","RISARALDA","66","MISTRATÓ","66,456","2,003","9","Accidente","Sin informacion","Rural","5.298203","-75.883341","Finca El Rubí","POINT (-75.883341 5.298203)"
"Desminado militar en operaciones","ARAUCA","81","SARAVENA","81,736","2,014","11","Incidente","Sin informacion","Rural","6.9625","-71.96083333","Caño Negro","POINT (-71.96083333 6.9625)"
"Incautaciones","BOLIVAR","13","MONTECRISTO","13,458","1,995","11","Incidente","Sin informacion","Rural","8.296544","-74.473165","Sin información","POINT (-74.473165 8.296544)"
"Accidente por MAP","ANTIOQUIA","5","BRICEÑO","5,107","2,003","1","Accidente","Sin informacion","Rural","7.110615","-75.552104","Berlin Viejo","POINT (-75.552104 7.110615)"
"Accidente por MAP","TOLIMA","73","DOLORES","73,236","2,004","5","Accidente","Sin informacion","Rural","3.728333","-74.616667","Cuchilla Altamizal","POINT (-74.616667 3.728333)"
"Accidente por MAP","CAUCA","19","TORIBÍO","19,821","2,008","5","Accidente","Sin informacion","Rural","2.955399","-76.268615","Vereda Potrerito Alto","POINT (-76.268615 2.955399)"
"Accidente por MAP","CESAR","20","LA JAGUA DE IBIRICO","20,400","2,006","4","Accidente","Sin informacion","Rural","9.548056","-73.276389","Argentina","POINT (-73.276389 9.548056)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,004","7","Accidente","Sin informacion","Rural","6.058001","-75.185085","Vereda Palmerita","POINT (-75.185085 6.058001)"
"Accidente por MAP","CHOCO","27","NÓVITA","27,491","2,005","4","Accidente","Sin informacion","Rural","4.95285172579","-76.6176171246","Sitio Río Tarena","POINT (-76.6176171246 4.95285172579)"
"Accidente por MAP","ANTIOQUIA","5","URRAO","5,847","2,003","6","Accidente","Sin informacion","Rural","6.315899","-76.134258","Sin información","POINT (-76.134258 6.315899)"
"Accidente por MAP","ANTIOQUIA","5","ANORÍ","5,040","2,006","4","Accidente","Sin informacion","Rural","7.073333","-75.147222","Vereda San Lorenzo","POINT (-75.147222 7.073333)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,004","11","Accidente","Sin informacion","Rural","7.549037","-75.494524","Sin información","POINT (-75.494524 7.549037)"
"Accidente por MAP","TOLIMA","73","VILLAHERMOSA","73,870","2,005","11","Accidente","Sin informacion","Rural","5.03035","-75.11827","Vereda El Resguardo","POINT (-75.11827 5.03035)"
