"TIPO_EVENTO","DEPARTAMENTO","CODIGO_DANE_DEPARTAMENTO","MUNICIPIO","CODIGO_DANE_MUNICIPIO","AÑO","MES","EVENTO","TIPO_LUGAR","TIPO_AREA","LATITUD_CABECERA","LONGITUD_CABECERA","SITIO","UBICACION"
"Accidente por MAP","SANTANDER","68","LA BELLEZA","68,377","2,002","11","Accidente","Sin informacion","Rural","5.856572","-73.965492","Vereda La Granadina","POINT (-73.965492 5.856572)"
"Accidente por MAP","META","50","LA MACARENA","50,350","2,007","6","Accidente","Sin informacion","Rural","2.182506","-73.784832","Caño Guayabero","POINT (-73.784832 2.182506)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,005","6","Accidente","Sin informacion","Rural","3.194658","-73.875044","Vereda Costa Rica","POINT (-73.875044 3.194658)"
"Accidente por MAP","CAUCA","19","LA SIERRA","19,392","2,002","12","Accidente","Sin informacion","Urbana","2.170833","-76.708333","Vereda El Salado","POINT (-76.708333 2.170833)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,002","8","Accidente","Sin informacion","Rural","6.058001","-75.185085","Vereda San Lorenzo","POINT (-75.185085 6.058001)"
"Accidente por MAP","ANTIOQUIA","5","ZARAGOZA","5,895","1,999","9","Accidente","Sin informacion","Rural","7.490632","-74.867778","Sin información","POINT (-74.867778 7.490632)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,005","10","Accidente","Sin informacion","Rural","6.461209","-71.730855","Vereda El Plato","POINT (-71.730855 6.461209)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,005","11","Accidente","Sin informacion","Rural","7.582546","-75.400212","Vereda El Chuscal","POINT (-75.400212 7.582546)"
"Accidente por MAP","ARAUCA","81","FORTUL","81,300","2,004","8","Accidente","Sin informacion","Rural","6.792924","-71.770658","Vereda El Mordisco","POINT (-71.770658 6.792924)"
"Accidente por MAP","ANTIOQUIA","5","ARGELIA","5,055","2,003","9","Accidente","Sin informacion","Rural","5.731577","-75.1416","Vereda Campamento","POINT (-75.1416 5.731577)"
"Accidente por MAP","SANTANDER","68","SABANA DE TORRES","68,655","2,001","1","Accidente","Sin informacion","Rural","7.397197","-73.496496","Sin información","POINT (-73.496496 7.397197)"
"Accidente por MAP","ANTIOQUIA","5","ARGELIA","5,055","2,005","5","Accidente","Sin informacion","Rural","5.731577","-75.1416","Vereda El Tesoro","POINT (-75.1416 5.731577)"
"Accidente por MAP","HUILA","41","ISNOS","41,359","2,003","9","Accidente","Sin informacion","Rural","1.929816","-76.216388","Sin información","POINT (-76.216388 1.929816)"
"Accidente por MAP","ANTIOQUIA","5","DABEIBA","5,234","2,008","3","Accidente","Sin informacion","Rural","7.052778","-76.204167","Vereda El Chino","POINT (-76.204167 7.052778)"
"Accidente por MAP","META","50","EL DORADO","50,270","2,004","8","Accidente","Sin informacion","Rural","3.719002","-73.848831","Vereda Palomarco","POINT (-73.848831 3.719002)"
"Accidente por MAP","META","50","URIBE","50,370","2,004","5","Accidente","Sin informacion","Rural","3.240915","-74.354381","Base Militar Girasoles","POINT (-74.354381 3.240915)"
"Accidente por MAP","VALLE DEL CAUCA","76","FLORIDA","76,275","2,008","1","Accidente","Sin informacion","Rural","3.269167","-76.1375","Los Cajones","POINT (-76.1375 3.269167)"
"Accidente por MAP","BOLIVAR","13","SAN MARTÍN DE LOBA","13,667","2,000","8","Accidente","Sin informacion","Rural","8.946799","-74.040398","Carretera Chimi","POINT (-74.040398 8.946799)"
"Accidente por MAP","CUNDINAMARCA","25","LA PALMA","25,394","2,003","3","Accidente","Sin informacion","Rural","5.359147","-74.390704","Sin información","POINT (-74.390704 5.359147)"
"Accidente por MAP","ANTIOQUIA","5","DABEIBA","5,234","2,003","9","Accidente","Sin informacion","Rural","7.002761","-76.263894","Vereda Muam","POINT (-76.263894 7.002761)"
"Accidente por MAP","VICHADA","99","PUERTO CARREÑO","99,001","2,006","2","Accidente","Sin informacion","Rural","6.180721","-67.50075","Cumaribo Y Puerto Carreño","POINT (-67.50075 6.180721)"
"Accidente por MAP","ANTIOQUIA","5","ABEJORRAL","5,002","2,005","11","Accidente","Sin informacion","Rural","5.790278","-75.4275","Vereda Pantano Negro","POINT (-75.4275 5.790278)"
"Accidente por MAP","ARAUCA","81","TAME","81,794","2,006","9","Accidente","Sin informacion","Rural","6.533333","-71.555556","Entre Camame Y Caño Limon","POINT (-71.555556 6.533333)"
"Accidente por MAP","ANTIOQUIA","5","ARGELIA","5,055","2,003","8","Accidente","Sin informacion","Rural","5.731577","-75.1416","Vereda La Margarita","POINT (-75.1416 5.731577)"
"Accidente por MAP","META","50","LA MACARENA","50,350","2,004","9","Accidente","Sin informacion","Rural","1.779167","-74.163611","Vereda Chontillal","POINT (-74.163611 1.779167)"
"Accidente por MAP","NARIÑO","52","SAMANIEGO","52,678","2,008","2","Accidente","Sin informacion","Rural","1.337083","-77.59313","Sin información","POINT (-77.59313 1.337083)"
"Accidente por MAP","CALDAS","17","MANZANARES","17,433","2,006","9","Accidente","Sin informacion","Rural","5.23638888889","-75.20305555556","Vereda Alto Del Toro","POINT (-75.2030555555556 5.23638888888889)"
"Accidente por MAP","BOLIVAR","13","SAN JACINTO","13,654","2,007","3","Accidente","Sin informacion","Rural","9.806944","-75.021944","La Vereda Catalanes","POINT (-75.021944 9.806944)"
"Accidente por MAP","META","50","SAN JUAN DE ARAMA","50,683","2,006","4","Accidente","Sin informacion","Rural","3.2352","-73.87976","Vereda Puerto Gaitán, Finca Los Mangos","POINT (-73.87976 3.2352)"
"Accidente por MAP","VAUPES","97","MITÚ","97,001","2,002","10","Accidente","Sin informacion","Rural","1.249969","-70.235462","Vereda Ceima Km 12 Vía Monfor","POINT (-70.235462 1.249969)"
"Accidente por MAP","ARAUCA","81","SARAVENA","81,736","2,006","3","Accidente","Sin informacion","Rural","6.958339","-71.878277","Vereda Buenos Aires, Finca Miraflores","POINT (-71.878277 6.958339)"
"Accidente por MAP","SANTANDER","68","SURATÁ","68,780","2,001","7","Accidente","Sin informacion","Rural","7.371953","-72.982441","Sitio Maveda","POINT (-72.982441 7.371953)"
"Municiones sin explotar","NORTE DE SANTANDER","54","SARDINATA","54,720","2,007","11","Incidente","Sin informacion","Rural","8.42","-72.77","Uxo_Pp_10004878","POINT (-72.77 8.42)"
"Accidente por MAP","ANTIOQUIA","5","SONSÓN","5,756","2,004","12","Accidente","Sin informacion","Rural","5.709167","-75.310278","Sector Perrillo","POINT (-75.310278 5.709167)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,004","6","Accidente","Sin informacion","Rural","2.761389","-75.012222","Vereda El Libertador","POINT (-75.012222 2.761389)"
"Accidente por MAP","NORTE DE SANTANDER","54","ÁBREGO","54,003","2,001","10","Accidente","Sin informacion","Rural","8.081507","-73.221319","Vereda Alto El Pozo","POINT (-73.221319 8.081507)"
"Accidente por MAP","CAUCA","19","CALOTO","19,142","2,005","6","Accidente","Sin informacion","Rural","3.034582","-76.40794","Vereda Pajarito","POINT (-76.40794 3.034582)"
"Accidente por MAP","CASANARE","85","TAURAMENA","85,410","2,002","11","Accidente","Sin informacion","Rural","5.017559","-72.747059","Vereda Lagunita","POINT (-72.747059 5.017559)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,002","12","Accidente","Sin informacion","Rural","6.058001","-75.185085","Sin información","POINT (-75.185085 6.058001)"
"Accidente por MAP","ANTIOQUIA","5","AMALFI","5,031","2,006","4","Accidente","Sin informacion","Rural","7.244167","-74.924167","Cerro 655 Margen Derecha Porce","POINT (-74.924167 7.244167)"
"Accidente por MAP","CESAR","20","EL COPEY","20,238","2,003","4","Accidente","Sin informacion","Rural","10.151103","-73.960141","Puente Quemado","POINT (-73.960141 10.151103)"
"Accidente por MAP","BOLIVAR","13","SAN PABLO","13,670","2,007","12","Accidente","Sin informacion","Rural","7.472778","-74.2375","Serrania Sto Domingo","POINT (-74.2375 7.472778)"
"Accidente por MAP","ANTIOQUIA","5","COCORNÁ","5,197","2,004","7","Accidente","Sin informacion","Rural","6.058001","-75.185085","Boquerón","POINT (-75.185085 6.058001)"
"Accidente por MAP","ANTIOQUIA","5","YARUMAL","5,887","2,006","11","Accidente","Sin informacion","Rural","6.963517","-75.41644","Vereda La Cordillera","POINT (-75.41644 6.963517)"
"Accidente por MAP","CORDOBA","23","PUERTO LIBERTADOR","23,580","2,004","4","Accidente","Sin informacion","Rural","7.883545","-75.670508","Sin información","POINT (-75.670508 7.883545)"
"Accidente por MAP","CORDOBA","23","TIERRALTA","23,807","2,005","3","Accidente","Sin informacion","Rural","7.776944","-76.026667","Sitio Río Manso","POINT (-76.026667 7.776944)"
"Accidente por MAP","PUTUMAYO","86","ORITO","86,320","2,003","6","Accidente","Sin informacion","Rural","0.664866","-76.869171","Sin información","POINT (-76.869171 0.664866)"
"Accidente por MAP","ANTIOQUIA","5","SAN FRANCISCO","5,652","2,004","6","Accidente","Sin informacion","Rural","5.965414","-75.10198","Vereda La Floresta","POINT (-75.10198 5.965414)"
"Desminado militar en operaciones","HUILA","41","TELLO","41,799","2,010","1","Incidente","Sin informacion","Rural","3.067077","-75.138764","El Versalles","POINT (-75.138764 3.067077)"
"Accidente por MAP","SANTANDER","68","RIONEGRO","68,615","1,993","9","Accidente","Sin informacion","Rural","7.268891","-73.152703","Corg. San Rafael","POINT (-73.152703 7.268891)"
"Accidente por MAP","BOYACA","15","PAJARITO","15,518","1,995","7","Accidente","Sin informacion","Rural","5.41277777778","-72.73","Vereda Corinto","POINT (-72.73 5.41277777777778)"
"Accidente por MAP","CAUCA","19","EL TAMBO","19,256","2,005","9","Accidente","Sin informacion","Rural","2.460833","-76.883889","Sin información","POINT (-76.883889 2.460833)"
"Accidente por MAP","VALLE DEL CAUCA","76","PRADERA","76,563","2,007","12","Accidente","Sin informacion","Rural","3.458333","-76.137222","Corregimiento El Retiro","POINT (-76.137222 3.458333)"
"Accidente por MAP","ANTIOQUIA","5","ITUANGO","5,361","2,006","1","Accidente","Sin informacion","Rural","7.237","-75.825","Vereda Bajo Inglés","POINT (-75.825 7.237)"
"Accidente por MAP","BOLIVAR","13","SAN PABLO","13,670","2,005","4","Accidente","Sin informacion","Rural","7.483919","-73.933361","Vereda El Socorro","POINT (-73.933361 7.483919)"
"Accidente por MAP","META","50","VISTAHERMOSA","50,711","2,002","4","Accidente","Sin informacion","Rural","3.125088","-73.752373","Sin información","POINT (-73.752373 3.125088)"
"Desminado militar en operaciones","NORTE DE SANTANDER","54","TEORAMA","54,800","2,015","3","Incidente","Sin informacion","Rural","8.5894444444","-73.26527778","Vereda Llana Baja","POINT (-73.26527778 8.5894444444)"
"Accidente por MAP","ANTIOQUIA","5","EL BAGRE","5,250","2,001","7","Accidente","Sin informacion","Rural","7.583611","-74.6025","Sin información","POINT (-74.6025 7.583611)"
"Accidente por MAP","CAQUETA","18","SAN VICENTE DEL CAGUÁN","18,753","2,003","3","Accidente","Sin informacion","Rural","2.120008","-74.768227","Vereda La Bodega","POINT (-74.768227 2.120008)"
"Accidente por MAP","ANTIOQUIA","5","ANORÍ","5,040","2,004","10","Accidente","Sin informacion","Rural","7.239167","-75.239167","Vereda San Isidro","POINT (-75.239167 7.239167)"
"Accidente por MAP","ANTIOQUIA","5","SAN RAFAEL","5,667","2,006","3","Accidente","Sin informacion","Rural","6.238056","-75.066944","Vereda Quebradona","POINT (-75.066944 6.238056)"
"Accidente por MAP","NARIÑO","52","SAN PABLO","52,693","2,006","3","Accidente","Sin informacion","Rural","1.669654","-77.011958","Sin información","POINT (-77.011958 1.669654)"
"Accidente por MAP","CAQUETA","18","MONTAÑITA","18,410","2,004","1","Accidente","Sin informacion","Rural","1.193333","-75.094722","Sin información","POINT (-75.094722 1.193333)"
"Accidente por MAP","BOLIVAR","13","MORALES","13,473","1,995","4","Accidente","Sin informacion","Rural","8.270279","-73.865805","Sitio La Sabana","POINT (-73.865805 8.270279)"
"Desminado militar en operaciones","BOLIVAR","13","EL CARMEN DE BOLÍVAR","13,244","2,010","2","Incidente","Sin informacion","Rural","9.744722","-75.268056","Sector La Casona","POINT (-75.268056 9.744722)"
"Accidente por MAP","ANTIOQUIA","5","VALDIVIA","5,854","2,006","5","Accidente","Sin informacion","Rural","7.308","-75.225","Vereda Las Frías","POINT (-75.225 7.308)"
"Accidente por MAP","ANTIOQUIA","5","TARAZÁ","5,790","2,004","12","Accidente","Sin informacion","Rural","7.582546","-75.400212","Sin información","POINT (-75.400212 7.582546)"
"Accidente por MAP","CAQUETA","18","MONTAÑITA","18,410","2,008","2","Accidente","Sin informacion","Rural","1.49494421255","-75.4630895064","Buenos Aires","POINT (-75.4630895064 1.49494421255)"
"Accidente por MAP","PUTUMAYO","86","PUERTO CAICEDO","86,569","2,008","11","Accidente","Sin informacion","Rural","0.68938","-76.603594","Sin información","POINT (-76.603594 0.68938)"
"Accidente por MAP","NARIÑO","52","LA LLANADA","52,385","2,008","1","Accidente","Sin informacion","Rural","1.472995","-77.580358","Sin información","POINT (-77.580358 1.472995)"
"Accidente por MAP","ANTIOQUIA","5","VALDIVIA","5,854","2,008","3","Accidente","Sin informacion","Rural","7.165222","-75.438081","Vereda Chorrillos","POINT (-75.438081 7.165222)"
"Accidente por MAP","HUILA","41","ALGECIRAS","41,020","2,007","7","Accidente","Sin informacion","Rural","2.522444","-75.313361","Sin información","POINT (-75.313361 2.522444)"
"Accidente por MAP","CAUCA","19","EL TAMBO","19,256","2,009","3","Accidente","Sin informacion","Rural","2.451476","-76.810904","El Km-75","POINT (-76.810904 2.451476)"
"Accidente por MAP","BOLIVAR","13","SAN PABLO","13,670","2,008","1","Accidente","Sin informacion","Rural","7.483919","-73.933361","El Triangulo","POINT (-73.933361 7.483919)"
"Accidente por MAP","GUAVIARE","95","SAN JOSÉ DEL GUAVIARE","95,001","2,011","3","Accidente","Campo","Rural","2.564079","-72.640033","Sin información","POINT (-72.640033 2.564079)"
"Accidente por MAP","ANTIOQUIA","5","CAÑASGORDAS","5,138","2,009","9","Accidente","Sin informacion","Rural","6.75462213806","-76.0394635246","Sin información","POINT (-76.0394635245984 6.75462213806084)"
"Sospecha de campo minado","ANTIOQUIA","5","SONSÓN","5,756","2,010","6","Incidente","Sin informacion","Rural","5.836216","-75.196339","Cuchilla-Morrogacho","POINT (-75.196339 5.836216)"
"Accidente por MAP","CAUCA","19","ARGELIA","19,050","2,011","8","Accidente","Sin informacion","Rural","2.47027777778","-77.23583333333","Sin información","POINT (-77.23583333333333 2.4702777777777776)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,002","9","Accidente","Sin informacion","Rural","6.187566","-74.993636","Vereda Buenos Aires","POINT (-74.993636 6.187566)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,002","9","Accidente","Sin informacion","Rural","6.187566","-74.993636","Vereda Buenos Aires","POINT (-74.993636 6.187566)"
"Sospecha de campo minado","ANTIOQUIA","5","GRANADA","5,313","2,010","8","Incidente","Sin informacion","Rural","6.149444","-75.112222","Vereda La Quiebra","POINT (-75.112222 6.149444)"
"Sospecha de campo minado","ANTIOQUIA","5","GRANADA","5,313","2,010","9","Incidente","En sobre cerca rivera de un rio","Rural","6.0475","-75.1275","Vereda La Arenosa","POINT (-75.1275 6.0475)"
"Sospecha de campo minado","ANTIOQUIA","5","GRANADA","5,313","2,010","12","Incidente","Caminos","Rural","6.114444","-75.088611","Vereda La Linda","POINT (-75.088611 6.114444)"
"Accidente por MAP","ANTIOQUIA","5","SAN CARLOS","5,649","2,000","6","Accidente","Sin informacion","Rural","6.187566","-74.993636","Barrio San Vicente","POINT (-74.993636 6.187566)"
"Desminado militar en operaciones","ARAUCA","81","ARAUQUITA","81,065","2,011","10","Incidente","Sin informacion","Rural","7.011111","-71.444722","Vereda Mata De Cacao","POINT (-71.444722 7.011111)"
"Desminado militar en operaciones","CAUCA","19","CORINTO","19,212","2,011","10","Incidente","Sin informacion","Rural","3.153056","-76.243889","Hacienda Villa Juliana","POINT (-76.243889 3.153056)"
"Desminado militar en operaciones","CHOCO","27","SAN JOSÉ DEL PALMAR","27,660","2,011","10","Incidente","Sin informacion","Rural","4.957778","-76.291944","Alto La Cruz","POINT (-76.291944 4.957778)"
"Desminado militar en operaciones","ANTIOQUIA","5","SONSÓN","5,756","2,011","4","Incidente","Sin informacion","Rural","5.754444","-74.869722","Mulato Arriba","POINT (-74.869722 5.754444)"
"Desminado militar en operaciones","HUILA","41","COLOMBIA","41,206","2,011","10","Incidente","Sin informacion","Rural","3.669722","-74.583889","Los Quecos","POINT (-74.583889 3.669722)"
"Desminado militar en operaciones","PUTUMAYO","86","PUERTO CAICEDO","86,569","2,011","10","Incidente","Sin informacion","Rural","0.705833","-76.416111","Vereda Nueva Arabia","POINT (-76.416111 0.705833)"
"Desminado militar en operaciones","META","50","URIBE","50,370","2,011","9","Incidente","Sin informacion","Rural","2.8375","-74.215","Vereda La Primavera","POINT (-74.215 2.8375)"
"Desminado militar en operaciones","VALLE DEL CAUCA","76","PRADERA","76,563","2,011","9","Incidente","Sin informacion","Rural","3.412778","-76.1775","Vda El Libano","POINT (-76.1775 3.412778)"
"Desminado militar en operaciones","ARAUCA","81","TAME","81,794","2,011","9","Incidente","Sin informacion","Rural","6.393056","-71.888056","San Antonio Escuela Puente Tame","POINT (-71.888056 6.393056)"
"Desminado militar en operaciones","TOLIMA","73","VILLARRICA","73,873","2,011","9","Incidente","Sin informacion","Rural","3.874722","-74.549444","Parte Alta De La Colonia","POINT (-74.549444 3.874722)"
